type,word,length
ham,i am taking half day leave bec i am not wel,43
ham,hey whats up charles sorry about late repli,43
ham,since when which side any fever any vomitin,43
ham,i cant wait see you how were photos were us,43
ham,also remember get dobbys bowl from your car,43
ham,i asked sen come chennai and search for job,43
ham,shall i ask one thing if you dont mistake m,43
ham,yesterday its with me only now am going hom,43
ham,do have nice day today i love you so dearli,43
ham,if youre thinking of lifting me one then no,43
ham,lmao wheres your fish memory when i need it,43
ham,long beach lor expected u having dinner now,43
ham,if i let you do this i want you house by am,43
ham,yes but i dont care i need you bad princess,43
ham,they will pick up and drop carso no problem,43
ham,i will be outside office take all from ther,43
ham,pandy joined w technologies todayhe got job,43
ham,yes i know cheesy songs from frosty snowman,43
ham,no i am not having not any movies my laptop,43
ham,got wat buy tell us then no need come again,43
ham,come aftr ltdecimalgt now i m cleaning hous,43
ham,what time should i tell my friend be around,43
ham,small problem auctionpunj now asking tiwari,43
ham,haha i heard that text me when youre around,43
ham,shes good how are you where r u working now,43
ham,its great day do have yourself beautiful on,43
ham,sac will score big hundredhe is set batsman,43
ham,then ask dad pick up lar wan stay until meh,43
ham,lol no ouch but wish id stayed out bit long,43
ham,no did you multimedia message them or email,43
ham,if you ask her or she say any please messag,43
ham,gran onlyfound out afew days agocusoon honi,43
ham,do u hav any frnd by name ashwini ur colleg,43
ham,thats shame maybe cld meet for few hrs tomo,43
ham,lol wtf random btw is that your lunch break,43
ham,many times we lose our best ones bcoz we ar,43
ham,lol yes but it will add some spice your day,43
ham,ok u can take me shopping when u get paid d,43
ham,indeed and by way it was either or not both,43
ham,haha that was first person i was gon na ask,43
ham,i was gon na ask you lol but i think its at,43
ham,geeeee your internet is really bad today eh,43
ham,aight text me tonight and well see whats up,43
ham,nightswe nt staying at port step liaotoo ex,43
ham,gud gudk chikku tke care sleep well gud nyt,43
ham,did u fix teethif not do it asapok take car,43
ham,dude im no longer pisces im an aquarius now,43
ham,no one interested may be some business plan,43
ham,im just wondering what your doing right now,43
ham,whats staff name who is taking class for u,42
ham,what is this hex place you talk of explain,42
ham,do u noe wat time e place dat sells d clos,42
ham,jays getting really impatient and belliger,42
ham,kkim also finewhen will you complete cours,42
ham,hey sorry i didntgive ya bellearlier hunni,42
ham,my exam is for february wish you great day,42
ham,i got your back do you have any dislikes b,42
ham,its ok chikku and its my of favourite song,42
ham,god blessget good sleep my deari will pray,42
ham,my planning usually stops at find hella we,42
ham,ambrithmaduraimet u arun dha marrgeremembr,42
ham,you always make things bigger than they ar,42
ham,oh howda gud gud mathe en samachara chikku,42
ham,could you not read me my love i answered y,42
ham,nope meanwhile she talk say make i greet y,42
ham,they can try they can get lost fact tee he,42
ham,im working technical support voice process,42
ham,easy mate guess quick drink was bit ambiti,42
ham,hi harishs rent has been transfred ur acnt,42
ham,no messages on her phone im holding it now,42
ham,free any day but i finish at on mon n thur,42
ham,hanging out with my brother and his famili,42
ham,sent me de webadres for geting salary slip,42
ham,huh also can not then only how many mistak,42
ham,i knew it u slept v late yest wake up so l,42
ham,hidid you asked waheeda fathima about leav,42
ham,great so should i send you my account numb,42
ham,doing nothing then u not having dinner w u,42
ham,ive got it down tea not sure which flavour,42
ham,oh wow thats gay will firmware update help,42
ham,call me when u finish then i come n pick u,42
ham,re your call you didnt see my facebook huh,42
ham,we can go e normal pilates after our intro,42
ham,hey very inconvenient for your sis not huh,42
ham,i will vote for wherever my heart guides m,42
ham,with my sis lor we juz watched italian job,42
ham,gud ni dearslp welltake careswt dreamsmuah,42
ham,aiya we discuss later lar pick up at is it,42
ham,water logging desert geoenvironmental impl,42
ham,i think your mentor is but not percent sur,42
ham,hi hope you had good day have better night,42
ham,pity was mood for that soany other suggest,42
ham,aight ill hit you up when i get some cash,41
ham,i have printed it oh so ltgt come upstair,41
ham,not sure yet still trying get hold of him,41
ham,not really dude have no friends im afraid,41
ham,k can i pick up another th when youre don,41
ham,if we win its really no side for long tim,41
ham,when login dat time dad fetching home now,41
ham,alright omw got ta change my order halfth,41
ham,awesome lem me know whenever youre around,41
ham,are you not around or just still asleep v,41
ham,lol you forgot it eh yes ill bring it bab,41
ham,alright ill make sure car is back tonight,41
ham,yun buying but school got offer plus onli,41
ham,rofl betta invest some anti aging product,41
ham,ok no wahala just remember that friend ne,41
ham,happy birthday may all ur dreams come tru,41
ham,your right ill make appointment right now,41
ham,yep at dereks house now see you sunday lt,41
ham,as missionary hook up doggy hook up stand,41
ham,can i get your opinion on something first,41
ham,its not that time of month nor mid of tim,41
ham,can call me at make sure dat ive woken up,41
ham,thats cool where should i cum on you or y,41
ham,mine here like all fr china then so noisi,41
ham,i know few people i can hit up and fuck y,41
ham,oh god im gon na google nearby cliffs now,41
ham,remind me how get there and i shall do so,41
ham,that day you asked about anand number whi,41
ham,yar else ill thk of all sorts of funny th,41
ham,oh k kbut he is not big hitteranyway good,41
ham,how do you guys go see movies on your sid,41
ham,apart from one i told you about yesterday,41
ham,havent shopping now lor i juz arrive onli,41
ham,i av new number wil u only use this oneta,41
ham,its ok if anybody asks abt me u tel themp,41
ham,also track down any lighters you can find,41
ham,yes but i dont care cause i know its ther,41
ham,staff of placement training amrita colleg,41
ham,what happen dear why you silent i am tens,41
ham,excellent wish we were together right now,41
ham,oh ok wait me there my lect havent finish,41
ham,as if i wasnt having enough trouble sleep,41
ham,anything lor if they all go then i go lor,41
ham,loosu go hospital de dont let it careless,41
ham,sorry i will be able get you see you morn,41
ham,oh only outside players allowed play know,41
ham,ive been trying reach him without success,41
ham,surly ill give it you while coming review,41
ham,im not sure if its still available though,41
ham,goodnight da thangam i really miss u dear,41
ham,sorry ill call you later i am meeting sir,41
ham,didnt you get hep b immunisation nigeria,40
ham,i am waiting machan call me once you fre,40
ham,tired i havent slept well past few night,40
ham,yeshere tv is always available work plac,40
ham,tadaaaaa i am home babe are you still up,40
ham,thank you baby i cant wait taste real th,40
ham,kate jackson rec center before ish right,40
ham,thanks love but am i doing torch or bold,40
ham,quite late lar ard anyway i wun b drivin,40
ham,ya even those cookies have jelly on them,40
ham,hope you are having good week just check,40
ham,hey you can pay with salary de only ltgt,40
ham,aight will do thanks again for comin out,40
ham,once free call me sir i am waiting for y,40
ham,where can download clear movies dvd copi,40
ham,you sure your neighbors didnt pick it up,40
ham,goodmorning today i am late for ltgt min,40
ham,yo game almost over want go walmart soon,40
ham,ive got ten bucks jay is being noncomitt,40
ham,oh dang i didnt mean o send that you lol,40
ham,did u see what i posted on your facebook,40
ham,no current and food here i am alone also,40
ham,where is it is there any opening for mca,40
ham,hi my email address has changed now it i,40
ham,every day i use sleep after ltgt so onli,40
ham,this pain couldnt have come at worse tim,40
ham,okay same with me well thanks for clarif,40
ham,dear where you will be when i reach ther,40
ham,i know where ltgt is ill be there around,40
ham,still work going onit is very small hous,40
ham,i sent you prices and do you mean ltgt g,40
ham,haha hope can hear receipt sound gd luck,40
ham,yup n her fren lor im meeting my fren at,40
ham,ill text carlos and let you know hang on,40
ham,ltgt mins but i had stop somewhere first,40
ham,im now but have wait till for bus pick m,40
ham,yo howz u girls never rang after india l,40
ham,no deam seeing online shop so that i ask,40
ham,don knowthis week im going tirunelvai da,40
ham,come medical college at pm forward it da,40
ham,reverse is cheating that is not mathemat,40
ham,i sent your maga that money yesterday oh,40
ham,yeah right ill bring my tape measure fri,40
ham,no da i am happy that we sit together na,40
ham,watching tv lor nice one then i like lor,40
ham,alright were hooked up where you guys at,40
